Date,access1-0.1.rcp45,access1-0.1.rcp85,access1-3.1.rcp45,access1-3.1.rcp85,bcc-csm1-1.1.rcp26,bcc-csm1-1.1.rcp45,bcc-csm1-1.1.rcp60,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp45,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp26,canesm2.2.rcp26,canesm2.3.rcp26,canesm2.4.rcp26,canesm2.5.rcp26,canesm2.1.rcp45,canesm2.2.rcp45,canesm2.3.rcp45,canesm2.4.rcp45,canesm2.5.rcp45,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp26,ccsm4.2.rcp26,ccsm4.3.rcp26,ccsm4.4.rcp26,ccsm4.5.rcp26,ccsm4.1.rcp45,ccsm4.2.rcp45,ccsm4.3.rcp45,ccsm4.4.rcp45,ccsm4.5.rcp45,ccsm4.1.rcp60,ccsm4.2.rcp60,ccsm4.3.rcp60,ccsm4.4.rcp60,ccsm4.5.rcp60,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp45,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp26,cesm1-cam5.2.rcp26,cesm1-cam5.3.rcp26,cesm1-cam5.1.rcp45,cesm1-cam5.2.rcp45,cesm1-cam5.3.rcp45,cesm1-cam5.1.rcp60,cesm1-cam5.3.rcp60,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp45,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp45,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp26,csiro-mk3-6-0.2.rcp26,csiro-mk3-6-0.3.rcp26,csiro-mk3-6-0.4.rcp26,csiro-mk3-6-0.5.rcp26,csiro-mk3-6-0.6.rcp26,csiro-mk3-6-0.7.rcp26,csiro-mk3-6-0.8.rcp26,csiro-mk3-6-0.9.rcp26,csiro-mk3-6-0.10.rcp26,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp60,csiro-mk3-6-0.2.rcp60,csiro-mk3-6-0.3.rcp60,csiro-mk3-6-0.4.rcp60,csiro-mk3-6-0.5.rcp60,csiro-mk3-6-0.6.rcp60,csiro-mk3-6-0.7.rcp60,csiro-mk3-6-0.8.rcp60,csiro-mk3-6-0.9.rcp60,csiro-mk3-6-0.10.rcp60,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.8.rcp26,ec-earth.12.rcp26,ec-earth.2.rcp45,ec-earth.8.rcp45,ec-earth.12.rcp45,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp26,fgoals-g2.1.rcp45,fgoals-g2.1.rcp85,fgoals-s2.2.rcp45,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp26,fio-esm.2.rcp26,fio-esm.3.rcp26,fio-esm.1.rcp45,fio-esm.2.rcp45,fio-esm.3.rcp45,fio-esm.1.rcp60,fio-esm.2.rcp60,fio-esm.3.rcp60,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp26,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp60,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp26,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp60,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp26,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp60,gfdl-esm2m.1.rcp85,giss-e2-h-cc.1.rcp45,giss-e2-r.1.rcp26,giss-e2-r.1.rcp45,giss-e2-r.2.rcp45,giss-e2-r.3.rcp45,giss-e2-r.4.rcp45,giss-e2-r.5.rcp45,giss-e2-r.1.rcp60,giss-e2-r.1.rcp85,giss-e2-r-cc.1.rcp45,hadgem2-ao.1.rcp26,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp60,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp26,hadgem2-es.2.rcp26,hadgem2-es.3.rcp26,hadgem2-es.4.rcp26,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp60,hadgem2-es.2.rcp60,hadgem2-es.3.rcp60,hadgem2-es.4.rcp60,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp45,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp26,ipsl-cm5a-lr.2.rcp26,ipsl-cm5a-lr.3.rcp26,ipsl-cm5a-lr.1.rcp45,ipsl-cm5a-lr.2.rcp45,ipsl-cm5a-lr.3.rcp45,ipsl-cm5a-lr.4.rcp45,ipsl-cm5a-lr.1.rcp60,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp26,ipsl-cm5a-mr.1.rcp45,ipsl-cm5a-mr.1.rcp60,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp45,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp26,miroc-esm.1.rcp45,miroc-esm.1.rcp60,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp26,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp60,miroc-esm-chem.1.rcp85,miroc5.1.rcp26,miroc5.1.rcp45,miroc5.1.rcp60,miroc5.1.rcp85,mpi-esm-lr.1.rcp26,mpi-esm-lr.2.rcp26,mpi-esm-lr.3.rcp26,mpi-esm-lr.1.rcp45,mpi-esm-lr.2.rcp45,mpi-esm-lr.3.rcp45,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp26,mpi-esm-mr.1.rcp45,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp26,mri-cgcm3.1.rcp45,mri-cgcm3.1.rcp85,noresm1-m.1.rcp26,noresm1-m.1.rcp45,noresm1-m.1.rcp60,noresm1-m.1.rcp85,noresm1-me.1.rcp26,noresm1-me.1.rcp45,noresm1-me.1.rcp60,noresm1-me.1.rcp85
3/1/60,2.53,0.24,2.823,0.878,0.916,1.073,1.028,0.551,1.087,0.716,2.122,1.615,1.35,1.81,0.655,0.469,0.826,1.721,1.84,0.323,2.549,0.435,1.201,1.876,0.966,2.237,1.549,1.613,1.097,4.128,0.955,1.711,2.327,3.268,0.201,0.625,1.589,0.633,3.392,4.314,1.569,2.443,2.056,0.717,4.435,2.101,1.571,2.426,2.838,3.398,2.796,2.426,1.065,0.174,2.663,1.937,2.191,3.398,2.669,1.89,1.478,1.547,0.231,0.788,0.244,1.249,0.766,0.831,1.872,0.5,1.993,2.732,1.89,0.209,2.078,1.053,0.877,3.6,2.574,1.824,2.406,1.314,3.232,0.227,0.752,0.811,1.581,1.906,0.971,1.745,2.288,0.261,1.048,0.969,1.054,2.311,2.73,0.449,1.602,0.411,1.294,0.262,1.553,1.547,1.056,0.182,0.248,2.748,0.417,0.608,2.894,0.903,3.395,5.27,2.243,2.143,1.67,0.327,0.302,1.521,1.398,1.761,0.419,0.648,2.205,1.633,2.709,0.794,0.996,0.833,0.797,0.453,3.487,1.882,2.484,0.267,1.876,0.42,2.467,0.591,3.593,0.89,3.656,0.24,1.788,0.453,1.608,0.665,0.722,2.886,0.453,3.352,2.512,1.162,1.394,0.736,1.564,1.197,0.662,3.162,1.845,1.47,0.873,0.812,0.688,2.009,0.564,2.823,0.232,1.817,1.066,0.318,1.264,0.804,3.496,0.809,0.92,1.466,0.445,2.437,0.872,0.352,1.422,1.912,0.152,0.315,0.249,0.437,2.186,1.6,0.762,1.786,0.152,0.193,2.209,2.136,0.175,2.596,2.033,2.611,1.961,0.796,0.57,0.86,1.728,1.696,0.464,1.667,1.998,0.408,1.058,2.069,0.466,2.282,0.271,0.88,3.099,1.404,0.378,2.105,0.243,2.013,0.285,2.044,0.586,2.23,0.693,3.178,1.245,1.945,0.265
4/1/60,1.867,4.077,1.192,4.927,1.302,1.384,2.085,1.367,1.62,2.018,1.255,1.688,0.919,0.923,0.108,1.312,1.622,2.416,1.341,3.404,0.265,1.125,1.331,2.308,0.104,1.414,3.804,5.363,3.971,2.107,2.896,3.589,1.376,4.273,1.734,1.146,3.628,7.881,1.049,3.049,2.447,2.415,2.416,4.355,1.45,0.936,3.567,1.242,0.954,3.04,0.964,2.371,1.106,1.302,4.391,3.233,0.225,3.04,4.802,0.603,2.031,4.035,1.172,0.627,0.798,3.524,3.091,1.404,0.848,1.692,3.038,6.047,4.979,1.022,0.518,1.227,1.253,3.155,3.794,2.337,1.789,1.506,1.278,2.691,1.049,2.904,2.562,2.251,3.641,3.749,5.151,1.323,1.688,1.242,3.949,3.483,6.199,1.974,1.657,4.633,1.16,0.778,4.097,1.609,2.104,0.104,3.61,4.95,1.162,2.238,0.187,5.26,1.594,1.222,0.553,2.191,3.315,2.527,1.648,1.49,2.49,2.873,1.813,3.367,1.117,4.123,2.51,2.963,1.459,0.915,2.631,6.123,2.683,1.522,4.213,4.123,3.538,3.979,0.685,4.8,2.75,4.664,1.758,1.534,0.455,1.697,2.818,0.244,1.384,1.023,2.835,1.514,1.485,1.946,1.361,2.644,5.15,2.693,4.121,1.033,3.863,1.884,0.352,1.276,0.675,2.771,0.533,4.084,2.637,1.42,0.146,2.068,1.182,4.103,2.364,2.835,0.115,2.69,2.234,1.965,1.776,1.047,1.695,1.204,0.259,1.006,0.898,0.408,5.229,2.846,2.748,0.883,2.846,0.91,3.088,0.73,2.686,2.882,4.53,3.279,1.485,1.291,7.623,0.874,4.227,3.292,2.195,1.865,4.183,0.131,6.397,3.229,2.604,1.213,0.104,1.84,0.506,1.149,1.417,2.053,1.236,2.713,0.166,0.164,1.206,2.744,1.27,7.893,4.301,2.833,1.322
5/1/60,0.487,4.144,6.277,4.188,1.979,7.367,2.337,0.91,4.637,1.465,3.269,4.879,3.699,3.728,0.834,1.863,3.916,0.756,5.696,3.327,1.53,3.697,1.856,1.895,4.831,2.152,7.354,2.653,4.525,2.505,4.613,2.271,4.663,1.628,3.816,6.111,1.16,4.069,3.525,1.883,5.973,2.623,5.829,5.821,2.662,5.031,4.275,1.086,4.422,6.391,3.331,5.724,4.695,8.021,6.004,4.16,8.325,6.391,1.323,2.86,1.005,1.675,5.154,3.247,2.033,5.338,4.33,2.56,7.325,0.831,4.94,4.187,7.673,1.986,2.913,6.192,1.469,3.769,6.307,2.546,5.021,4.48,3.782,2.656,3.323,0.738,4.037,4.433,0.999,3.322,5.693,2.446,6.349,2.66,3.647,3.805,4.464,1.326,0.906,3.694,3.607,2.05,2.282,2.395,2.417,5.921,2.665,3.85,7.446,4.367,2.412,8.823,1.715,3.078,2.901,2.417,4.697,4.398,6.031,4.33,9.903,5.17,2.088,3.977,5.577,3.233,2.497,2.653,2.25,5.346,4.76,2.963,1.904,6.642,6.006,3.774,3.709,1.575,1.153,2.819,1.918,2.036,4.783,1.454,4.675,3.798,10.759,3.504,2.236,4.884,2.303,2.132,5.185,4.361,1.721,4.169,6.135,2.028,4.025,2.704,4.561,1.953,5.251,8.136,1.887,1.591,2.654,1.679,1.586,1.624,5.53,5.839,1.768,4.344,4.389,7.222,5.548,5.096,5.756,3.841,2.082,2.825,7.46,3.595,3.323,2.103,2.671,1.442,2.973,10.093,1.483,2.325,0.662,4.169,6.343,2.615,5.419,5.979,7.101,3.162,7.92,2.274,6.815,7.46,4.443,1.77,2.996,2.435,1.647,2.957,1.405,1.544,0.892,5.069,2.142,2.539,3.852,4.113,2.772,4.314,1.48,10.498,4.237,3.699,1.651,3.322,2.919,5.012,6.02,2.39,0.932
6/1/60,2.692,2.5,2.613,2.706,3.516,2.337,1.17,2.817,0.584,3.563,2.755,1.693,3.818,0.138,2.881,4.652,2.728,1.203,0.352,1.929,0.464,0.838,1.256,4.048,3.381,4.325,1.769,1.097,3.372,2.513,2.547,1.572,1.082,3.37,3.442,0.636,4.969,2.922,5.976,6.471,1.442,1.649,4.061,2.604,1.96,0.869,1.306,0.651,0.896,3.544,3.422,2.064,8.96,1.696,3.11,3.771,11.007,3.544,4.143,3.006,0.278,3.352,1.562,2.818,2.499,5.391,1.469,8.415,3.771,0.551,4.188,2.703,1.604,0.785,6.31,4.062,3.168,0.581,2.596,0.404,1.702,2.726,3.478,4.437,2.743,2.319,1.306,5.723,4.038,4.939,1.026,1.287,4.015,0.252,5.37,3.88,1.396,1.437,1.337,4.177,3.128,4.162,0.78,0.475,8.701,3.584,3.576,3.804,1.09,1.814,1.573,2.624,1.035,7.165,1.208,5.638,2.241,4.979,4.392,3.414,3.168,1.937,1.724,3.474,2.762,2.669,11.602,4.003,5.969,3.503,1.603,1.711,3.596,2.8,8.011,0.977,1.65,2.048,6.577,3.572,1.691,8.677,1.754,0.118,3.213,3.207,1.83,0.681,2.192,3.067,0.942,6.108,0.607,2.645,0.942,3.143,1.693,6.456,2.078,3.796,3.521,2.891,7.868,4.858,5.353,4.054,2.546,4.823,1.369,3.266,8.302,6.426,2.746,5.916,1.635,3.524,4.255,8.572,1.586,2.805,2.173,1.813,0.712,0.242,4.75,2.565,0.192,1.461,2.994,5.192,2.406,0.107,3.181,2.69,3.631,7.349,2.464,2.527,4.236,0.919,2.095,1.326,6.201,2.841,5.118,3.322,4.905,0.514,0.523,4.346,1.294,1.089,0.642,1.215,0.139,3.44,1.971,5.194,1.108,3.081,3.495,5.431,3.936,2.763,3.51,3.178,3.73,2.837,12.548,7.554,1.416
7/1/60,0.144,1.906,3.245,2.978,0.96,0.525,0.532,0.273,1.093,1.006,0.11,2.422,1.095,1.005,0.437,0.054,0.774,0.384,1.525,1.4,1.35,0.069,0.43,0.285,1.509,0.442,0.758,1.813,1.677,1.135,0.504,0.291,1.098,1.039,0.961,0.659,1.702,0.92,0.704,0.338,0.056,1.971,1.153,0.494,0.56,0.751,0.301,0.146,0.115,1.371,0.336,0.124,4.753,2.17,1.773,0.676,2.393,1.371,4.071,0.815,1.192,0.538,0.231,0.308,1.473,4.956,2.314,1.108,0.56,11.173,1.621,0.306,0.447,6.128,0.194,1.057,0.091,3.249,2.097,1.44,0.7,0.226,1.41,3.134,0.812,1.313,4.005,1.127,2.337,1.104,0.894,1.259,2.73,3.174,1.193,1.837,0.269,2.102,1.328,1.541,1.177,0.59,1.124,2.939,0.974,0.975,0.156,0.462,3.373,0.711,0.378,2.297,1.53,0.867,0.935,1.619,7.324,1.538,0.279,0.819,0.541,0.87,0.461,4.001,1.766,2.071,1.606,0.329,1.972,0.226,3.934,0.203,0.733,1.638,1.576,0.828,1.039,1.922,1.208,3.13,1.582,4.255,0.68,0.34,2.091,1.123,1.324,1.617,0.487,0.91,0.081,2.573,0.229,1.154,1.332,0.098,0.739,0.402,2.156,1.196,1.523,1.733,1,0.811,1.313,0.25,1.527,1.466,0.256,0.326,0.168,7.724,0.131,0.495,0.364,5.444,0.462,5.118,1.006,0.525,2.083,0.309,0.354,1.247,0.396,3.899,0.242,0.02,2.233,1.578,0.135,1.608,0.952,2.838,0.81,1.822,2.458,2.48,2.433,6.085,2.389,1.505,0.409,0.534,0.65,1.583,0.473,3.903,0.078,2.332,0.22,1.522,1.102,1.723,0.135,4.637,3.347,4.216,0.669,2.07,0.653,2.042,1.998,0.542,0.125,6.291,1.337,0.943,0.301,3.314,0.146
8/1/60,0.878,1.811,2.516,2.926,4.343,1.714,3.973,0.087,2.034,2.248,1.418,5.255,1.854,3.592,0.662,6.416,1.104,0.412,0.708,0.559,0.905,4.761,2.984,0.544,1.524,3.015,3.873,0.606,2.527,0.493,3.476,2.245,0.15,1.016,5.195,0.184,1.615,0.778,0.328,1.057,0.452,0.538,1.647,2.4,0.927,0.349,1.122,0.256,2.347,0.276,1.728,1.32,2.805,0.697,0.519,2.472,2.632,0.276,0.31,1.997,0.613,0.679,0.573,0.702,0.579,0.32,1.075,2.967,1.013,1.296,0.809,0.123,3.861,10.296,1.433,2.657,0.191,1.712,3.352,0.54,2.289,1.754,0.644,0.256,1.184,4.702,2.472,2.047,0.842,1.182,0.176,0.825,3.636,0.077,0.808,0.938,0.732,0.792,2.84,0.719,4.733,1.062,0.791,2.362,1.322,1.081,0.31,2.456,0.476,0.081,1.964,0.721,1.044,2.527,0.978,0.612,0.672,2.221,0.219,0.538,0.189,2.432,0.391,0.761,5.038,0.62,1.766,7.311,2.943,0.989,0.869,1.336,0.929,0.152,0.919,1.086,0.707,0.937,1.953,6.865,6.439,2.293,1.146,0.401,1.521,2.269,5.563,0.818,0.215,1.44,0.699,5.532,0.978,6.59,0.389,0.358,4.588,0.479,0.525,0.986,0.988,1.094,0.245,0.643,4.706,0.66,0.215,4.091,0.387,2.59,0.882,6.553,0.59,0.349,0.901,0.701,0.435,2.422,0.971,0.755,0.645,1.981,2.526,1.349,0.278,1.093,0.843,0.216,0.747,0.937,1.008,2.897,2.551,0.989,5.799,1.135,0.568,1.07,1.497,0.591,0.214,1.319,0.193,3.481,3.121,0.59,0.551,0.614,2.386,2.989,1.059,0.728,1.902,0.844,0.506,0.975,2.605,2.64,0.148,0.664,0.9,2.162,0.048,0.527,0.267,0.616,2.885,1.973,3.12,1.215,0.989
9/1/60,2.865,4.216,1.29,3.618,1.104,2.083,1.361,0.528,4.166,2.269,1.983,5.036,4.073,4.425,2.843,5.407,7.265,2.394,3.156,3.677,3.021,4.689,4.548,5.5,6.04,1.293,1.315,0.344,0.719,2.45,4.36,2.035,2.877,2.835,0.459,0.955,2.37,1.468,1.501,0.602,7.886,2.712,2.881,0.406,4.438,1.208,2.372,2.167,3.326,3.026,4.963,1.133,2.771,1.647,4.764,2.178,6.312,3.026,4.4,0.965,3.001,6.155,2.156,0.713,3.076,3.399,4.92,4.546,1.116,0.535,1.498,2.875,2.583,2.718,2.117,3.953,3.492,1.891,1.86,1.171,2.738,4.846,0.287,3.778,6.597,3.779,1.189,1.157,4.346,4.552,0.943,2.69,2.617,4.118,4.469,1.573,6.042,2.52,1.965,1.177,3.294,2.595,0.755,1.951,3.574,3.745,2.497,2.452,2.162,3.519,3.322,4.653,4.608,6.234,2.806,3.101,3.172,5.74,6.471,7.76,1.52,4.484,1.786,1.615,2.219,1.855,7.838,5.147,1.486,2.623,6.468,1.234,2.444,8.701,3.326,9.834,4.367,2.319,2.23,4.379,4.553,0.32,0.912,0.982,5.469,1.908,1.329,0.583,2.563,0.43,2.398,7.232,1.277,3.566,2.679,0.306,2.455,0.716,3.831,2.308,3.023,2.232,5.018,0.577,3.853,6.55,2.331,5.554,0.914,3.061,2.387,1.373,3.237,4.274,0.887,2.297,4.891,2.866,1.217,1.219,1.685,5.248,2.763,6.262,6.188,5.271,2.974,1.993,4.653,6.62,1.391,0.943,2.446,2.568,3.423,1.968,4.306,4.444,4.612,1.1,4.436,4.287,8.116,2.235,3.559,5.271,3.248,0.589,1.518,3.595,2.176,2.981,1.113,2.73,3.703,5.491,1.414,5.454,1.642,3.658,2.838,2.301,5.491,2.257,0.409,1.44,0.422,1.118,1.416,1.543,2.303
10/1/60,1.452,2.707,3.063,0.998,4.48,0.451,0.734,6.47,9.066,6.013,4.519,3.064,5.462,0.223,1.515,0.826,2.621,0.457,1.314,3.575,3.173,6.67,1.489,1.274,1.276,3.184,0.711,4.253,3.173,2.507,4.684,3.44,5.231,0.08,0.822,2.584,10.256,4.854,2.353,0.673,2.835,2.411,5.305,1.376,5.977,6.565,4.389,1.179,1.997,2.538,0.349,3.648,1.285,1.708,2.993,1.596,0.001,2.538,1.735,3.597,1.066,4.333,4.966,0.354,0.001,6.517,5.093,3.606,7.433,2.912,3.163,7.687,1.595,3.754,1.777,0.784,1.65,7.851,3.035,8.72,2.975,4.244,9.769,10.241,7.47,0.362,4.439,1.68,3.162,4.188,10.708,1.705,1.797,5.712,4.033,0.001,2.323,4.251,1.078,0.78,1.091,2.177,6.743,6.292,0.665,5.914,3.541,6.012,1.962,4.275,0.272,0.48,1.247,5.224,7.089,3.409,5.017,3.977,3.38,23.665,3.075,6.395,2.803,4.813,0.879,7.103,0.594,0.022,0.697,3.265,4.367,3.846,1.417,7.078,8.701,0.529,6.041,1.568,0.71,3.896,0.708,3.198,0.023,0.793,1.159,1.206,0.845,2.332,9.31,3.07,3.678,3.115,2.75,1.529,1.679,0.409,7.261,1.698,9.16,0.955,2.602,0.462,4.901,6.808,5.449,2.728,4.633,1.828,0.914,0.351,8.735,1.275,0.729,3.429,1.222,0.001,3.045,0.927,1.046,0.001,7.873,5.211,5.228,3.814,2.918,1.263,0.586,1.656,2.967,12.227,3.821,1.115,4.218,4.227,5.021,15.148,0.935,1.117,6.42,1.694,1.01,1.289,1.753,2.242,5.202,0.642,6.906,3.399,2.821,2.99,1.933,1.321,6.157,5.701,5.982,3.062,0.861,7.735,4.17,0.111,0.639,3.88,2.749,1.778,4.192,2.15,3.755,1.083,1.585,3.059,0.922
11/1/60,1.938,3.246,2.876,1.381,0.783,0.992,2.01,1.411,1.274,0.541,1.946,0.341,0.935,1.579,0.241,3.166,0.158,1.275,0.769,1.569,0.765,1.096,1.409,1.751,0.046,4.883,1.042,3.053,2.812,3.204,4.09,2.786,1.453,3.232,3.765,2.931,2.588,3.099,0.364,2.988,1.317,3.329,1.543,2.445,1.282,1.34,3.877,2.348,0.179,2.049,2.655,2.424,0.115,1.961,2.51,1.985,1.425,2.049,0.645,1.53,2.326,0.921,2.56,1.633,1.664,3.15,1.32,1.541,3.362,0.118,2.246,2.459,1.098,0.162,4.255,1.818,1.015,1.785,2.318,2.396,0.102,6.263,1.963,1.075,4.596,3.07,2.752,1.698,1.281,1.344,2.803,1.878,1.962,0.865,0.335,1.704,0.027,1.094,3.592,0.014,1.203,4.124,2.803,2.154,0.742,4.166,6.805,3.43,0.324,4.316,1.876,0.978,0.684,1.632,4.596,0.185,1.366,0.385,1.047,0.026,1.96,3.276,1.276,0.743,2.095,4.616,2.375,0.928,1.079,2.289,0.708,2.943,3.718,0.622,4.811,2.027,2.58,2.767,3.207,1.141,0.883,2.339,2.088,1.918,3.961,1.919,0.436,0.885,3.471,4.225,1.644,0.214,1.242,2.903,1.426,1.091,2.242,0.648,3.086,2.32,0.479,3.028,1.37,2.56,4.822,2.419,2.193,2.056,0.014,0.216,2.683,2.709,1.476,1.991,5.41,1.751,1.543,2.07,1.04,2.605,0.465,7.191,1.686,0.775,1.751,2.205,2.07,1.088,1.423,3.609,2.347,1.616,1.222,1.8,2.478,3.148,4.603,4.26,2.205,2.84,2.108,2.547,4.877,1.667,3.588,3.226,1.262,0.93,7.223,4.078,1.768,1.416,2.644,1.113,2.982,2.565,1.548,3.272,1.362,1.172,2.177,0.102,4.742,0.239,0.483,1.731,1.904,1.043,2.192,4.237,1.738
12/1/60,1.526,3.029,2.292,1.6,2.608,2.497,1.014,1.295,2.116,0.328,4.091,2.812,1.103,1.674,0.447,1.127,0.301,0.33,1.811,2.309,0.719,0.368,0.318,0.348,6.976,2.773,3.194,1.96,0.493,0.806,1.942,1.672,1.689,1.381,1.571,1.298,0.258,1.733,0.909,1.341,0.438,1.621,2.027,0.461,2.662,4.876,0.845,5.174,1.425,0.114,2.82,1.28,1.215,6.925,2.92,0.716,0.427,0.114,8.638,2.974,1.033,2.831,2.704,1.1,1.845,3.35,0.047,0.216,1.463,0.342,0.579,1.729,1.44,0.133,0.539,2.122,0.33,0.362,0.436,5.8,1.344,1.196,0.92,1.54,0.345,1.285,0.463,0.674,1.873,0.998,3.696,1.626,0.985,1.738,0.934,2.409,0.047,0.047,0.348,0.455,0.493,3.506,1.406,0.694,0.101,2.685,3.859,0.686,1.831,0.893,1.666,1.537,0.125,0.06,1.619,0.691,0.407,1.729,1.58,1.628,0.737,1.101,0.117,0.601,1.94,0.847,1.041,0.141,2.242,6.009,1.624,1.386,0.364,2.919,2.489,2.472,0.485,1.028,1.991,1.689,1.874,1.621,2.9,0.341,2.146,0.879,4.934,2.971,2.828,0.694,1.305,4.669,3.109,1.79,1.507,1.46,1.236,1.3,2.99,1.766,3.01,0.949,2.22,3.968,0.742,0.371,1.386,2.414,2.481,2.408,3.36,2.95,2.781,1.005,0.362,0.712,0.335,1.808,0.342,2.506,1.207,0.181,0.047,3.759,4.255,2.94,0.488,0.308,1.493,1.69,0.255,1.487,0.315,0.314,3.391,1.512,0.925,1.255,0.371,0.638,8.181,2.834,0.356,1.28,1.964,2.091,0.708,1.539,0.471,1.824,2.693,1.811,1.964,1.063,1.599,3.456,3.084,1.32,0.843,0.398,3.934,2.229,1.488,0.718,0.212,1.228,0.283,6.151,1.432,1.892,2.957
1/1/61,0.422,1.357,0.409,1.474,1.332,1.071,5.456,0.777,0.327,1.594,0.049,0.277,0.591,0.926,1.36,2.046,1.142,0.815,0.034,0.727,5.186,0.77,0.717,1.625,0.912,0.326,0.788,2.331,1.397,1.1,1.036,0.763,0.751,0.179,1.117,2.197,2.35,1.326,1.306,0.247,2.966,1.21,3.387,2.565,1.284,0.823,0.016,1.459,0.849,1.466,0.891,1.652,0.477,1.325,3.767,0.816,0.94,1.466,0.665,1.343,1.767,0.819,1.258,0.877,0.787,0.541,0.09,0.36,0.841,0.052,1.243,1.44,2.587,1.339,3.239,1.39,1.984,0.127,1.357,0.427,1.574,0.791,1.566,0.248,3.229,1.008,1.638,0.781,2.341,1.145,0.784,0.396,4.341,0.342,2.297,0.548,0.049,0.443,0.74,1.218,0.077,1.717,1.259,2.472,1.724,0.439,0.341,5.981,2.595,0.955,2.74,4.471,3.132,0.937,2.041,0.792,0.249,2.901,0.686,0.612,1.398,0.239,1.297,1.349,1.361,1.385,2.059,0.526,1.309,1.02,0.372,1.286,1.745,0.327,0.737,5.359,0.979,0.518,0.632,1.761,0.366,2.899,5.681,1.27,0.844,0.315,3.234,3.345,2.004,5.189,1.19,0.498,5.255,1.69,0.409,1.179,0.946,2.617,0.762,0.173,0.567,1.277,1.314,2.051,0.537,0.728,3.2,0.308,1.309,1.905,3.136,1.414,1.497,5.342,1.003,0.274,0.672,0.373,0.419,1.317,0.605,1.85,1.03,5.644,1.467,0.291,0.056,1.047,2.069,0.304,0.901,0.826,0.359,0.577,3.05,1.4,0.067,0.932,0.271,2.033,1.705,2.345,1.356,0.491,3.541,1.744,0.88,0.788,0.957,3.062,3.5,1.33,0.867,2.128,0.752,0.182,0.664,2.478,2.453,0.228,1.943,0.261,1.196,1.149,1.132,3.105,1.317,1.192,0.875,1.305,1.49
